Time,INPUT PID,OUTPUT PID,ERROR,ERROR INTEGRAL,ERROR DERIVATIVO
472,10.000001,50.000080,-0.000001,-25.000011,0.000000
473,10.000001,50.000080,-0.000001,-25.000011,0.000000
474,10.000001,50.000080,-0.000001,-25.000011,0.000000
475,10.000001,50.000080,-0.000001,-25.000011,0.000000
476,10.000001,50.000080,-0.000001,-25.000011,0.000000
477,10.000001,50.000080,-0.000001,-25.000011,0.000000
478,10.000001,50.000080,-0.000001,-25.000011,0.000000
479,10.000001,50.000080,-0.000001,-25.000011,0.000000
480,10.000001,50.000080,-0.000001,-25.000011,0.000000
481,10.000001,50.000080,-0.000001,-25.000011,0.000000
482,10.000001,50.000080,-0.000001,-25.000011,0.000000
483,10.000001,50.000080,-0.000001,-25.000011,0.000000
484,10.000001,50.000080,-0.000001,-25.000011,0.000000
485,10.000001,50.000080,-0.000001,-25.000011,0.000000
486,10.000001,50.000080,-0.000001,-25.000011,0.000000
487,10.000001,50.000080,-0.000001,-25.000011,0.000000
488,10.000001,50.000080,-0.000001,-25.000011,0.000000
489,10.000001,50.000080,-0.000001,-25.000011,0.000000
490,10.000001,50.000080,-0.000001,-25.000011,0.000000
491,10.000001,50.000080,-0.000001,-25.000011,0.000000
492,10.000001,50.000080,-0.000001,-25.000011,0.000000
493,10.000001,50.000080,-0.000001,-25.000011,0.000000
494,10.000001,50.000080,-0.000001,-25.000011,0.000000
495,10.000001,50.000080,-0.000001,-25.000011,0.000000
496,10.000001,50.000080,-0.000001,-25.000011,0.000000
497,10.000001,50.000080,-0.000001,-25.000011,0.000000
498,10.000001,50.000080,-0.000001,-25.000011,0.000000
499,10.000001,50.000080,-0.000001,-25.000011,0.000000
500,10.000001,50.000080,-0.000001,-25.000011,0.000000
501,10.000001,50.000080,-0.000001,-25.000011,0.000000
502,10.000001,50.000080,-0.000001,-25.000011,0.000000
503,10.000001,50.000080,-0.000001,-25.000011,0.000000
504,10.000001,50.000080,-0.000001,-25.000011,0.000000
505,10.000001,50.000080,-0.000001,-25.000011,0.000000
506,10.000001,50.000080,-0.000001,-25.000011,0.000000
507,10.000001,50.000080,-0.000001,-25.000011,0.000000
508,10.000001,50.000080,-0.000001,-25.000011,0.000000
509,10.000001,50.000080,-0.000001,-25.000011,0.000000
510,10.000001,50.000080,-0.000001,-25.000011,0.000000
511,10.000001,50.000080,-0.000001,-25.000011,0.000000
512,10.000001,50.000080,-0.000001,-25.000011,0.000000
513,10.000001,50.000080,-0.000001,-25.000011,0.000000
514,10.000001,50.000080,-0.000001,-25.000011,0.000000
515,10.000001,50.000080,-0.000001,-25.000011,0.000000
516,10.000001,50.000080,-0.000001,-25.000011,0.000000
517,10.000001,50.000080,-0.000001,-25.000011,0.000000
518,10.000001,50.000080,-0.000001,-25.000011,0.000000
519,10.000001,50.000080,-0.000001,-25.000011,0.000000
520,10.000001,50.000080,-0.000001,-25.000011,0.000000
521,10.000001,50.000080,-0.000001,-25.000011,0.000000
522,10.000001,50.000080,-0.000001,-25.000011,0.000000
523,10.000001,50.000080,-0.000001,-25.000011,0.000000
524,10.000001,50.000080,-0.000001,-25.000011,0.000000
525,10.000001,50.000080,-0.000001,-25.000011,0.000000
526,10.000001,50.000080,-0.000001,-25.000011,0.000000
527,10.000001,50.000080,-0.000001,-25.000011,0.000000
528,10.000001,50.000080,-0.000001,-25.000011,0.000000
529,10.000001,50.000080,-0.000001,-25.000011,0.000000
530,10.000001,50.000080,-0.000001,-25.000011,0.000000
531,10.000001,50.000080,-0.000001,-25.000011,0.000000
532,10.000001,50.000080,-0.000001,-25.000011,0.000000
533,10.000001,50.000080,-0.000001,-25.000011,0.000000
534,10.000001,50.000080,-0.000001,-25.000011,0.000000
535,10.000001,50.000080,-0.000001,-25.000011,0.000000
536,10.000001,50.000080,-0.000001,-25.000011,0.000000
537,10.000001,50.000080,-0.000001,-25.000011,0.000000
538,10.000001,50.000080,-0.000001,-25.000011,0.000000
539,10.000001,50.000080,-0.000001,-25.000011,0.000000
540,10.000001,50.000080,-0.000001,-25.000011,0.000000
541,10.000001,50.000080,-0.000001,-25.000011,0.000000
542,10.000001,50.000080,-0.000001,-25.000011,0.000000
543,10.000001,50.000080,-0.000001,-25.000011,0.000000
544,10.000001,50.000080,-0.000001,-25.000011,0.000000
545,10.000001,50.000080,-0.000001,-25.000011,0.000000
546,10.000001,50.000080,-0.000001,-25.000011,0.000000
547,10.000001,50.000080,-0.000001,-25.000011,0.000000
548,10.000001,50.000080,-0.000001,-25.000011,0.000000
549,10.000001,50.000080,-0.000001,-25.000011,0.000000
550,10.000001,50.000080,-0.000001,-25.000011,0.000000
551,10.000001,50.000080,-0.000001,-25.000011,0.000000
552,10.000001,50.000080,-0.000001,-25.000011,0.000000
553,10.000001,50.000080,-0.000001,-25.000011,0.000000
554,10.000001,50.000080,-0.000001,-25.000011,0.000000
555,10.000001,50.000080,-0.000001,-25.000011,0.000000
556,10.000001,50.000080,-0.000001,-25.000011,0.000000
557,10.000001,50.000080,-0.000001,-25.000011,0.000000
558,10.000001,50.000080,-0.000001,-25.000011,0.000000
559,10.000001,50.000080,-0.000001,-25.000011,0.000000
560,10.000001,50.000080,-0.000001,-25.000011,0.000000
561,10.000001,50.000080,-0.000001,-25.000011,0.000000
562,10.000001,50.000080,-0.000001,-25.000011,0.000000
563,10.000001,50.000080,-0.000001,-25.000011,0.000000
564,10.000001,50.000080,-0.000001,-25.000011,0.000000
565,10.000001,50.000080,-0.000001,-25.000011,0.000000
566,10.000001,50.000080,-0.000001,-25.000011,0.000000
567,10.000001,50.000080,-0.000001,-25.000011,0.000000
568,10.000001,50.000080,-0.000001,-25.000011,0.000000
569,10.000001,50.000080,-0.000001,-25.000011,0.000000
570,10.000001,50.000080,-0.000001,-25.000011,0.000000
571,10.000001,50.000080,-0.000001,-25.000011,0.000000
572,10.000001,50.000080,-0.000001,-25.000011,0.000000
573,10.000001,50.000080,-0.000001,-25.000011,0.000000
574,10.000001,50.000080,-0.000001,-25.000011,0.000000
575,10.000001,50.000080,-0.000001,-25.000011,0.000000
576,10.000001,50.000080,-0.000001,-25.000011,0.000000
577,10.000001,50.000080,-0.000001,-25.000011,0.000000
578,10.000001,50.000080,-0.000001,-25.000011,0.000000
579,10.000001,50.000080,-0.000001,-25.000011,0.000000
580,10.000001,50.000080,-0.000001,-25.000011,0.000000
581,10.000001,50.000080,-0.000001,-25.000011,0.000000
582,10.000001,50.000080,-0.000001,-25.000011,0.000000
583,10.000001,50.000080,-0.000001,-25.000011,0.000000
584,10.000001,50.000080,-0.000001,-25.000011,0.000000
585,10.000001,50.000080,-0.000001,-25.000011,0.000000
586,10.000001,50.000080,-0.000001,-25.000011,0.000000
587,10.000001,50.000080,-0.000001,-25.000011,0.000000
588,10.000001,50.000080,-0.000001,-25.000011,0.000000
589,10.000001,50.000080,-0.000001,-25.000011,0.000000
590,10.000001,50.000080,-0.000001,-25.000011,0.000000
591,10.000001,50.000080,-0.000001,-25.000011,0.000000
592,10.000001,50.000080,-0.000001,-25.000011,0.000000
593,10.000001,50.000080,-0.000001,-25.000011,0.000000
594,10.000001,50.000080,-0.000001,-25.000011,0.000000
595,10.000001,50.000080,-0.000001,-25.000011,0.000000
596,10.000001,50.000080,-0.000001,-25.000011,0.000000
597,10.000001,50.000080,-0.000001,-25.000011,0.000000
598,10.000001,50.000080,-0.000001,-25.000011,0.000000
599,10.000001,50.000080,-0.000001,-25.000011,0.000000
600,10.000001,50.000080,-0.000001,-25.000011,0.000000
601,10.000001,50.000080,-0.000001,-25.000011,0.000000
602,10.000001,50.000080,-0.000001,-25.000011,0.000000
603,10.000001,50.000080,-0.000001,-25.000011,0.000000
604,10.000001,50.000080,-0.000001,-25.000011,0.000000
605,10.000001,50.000080,-0.000001,-25.000011,0.000000
606,10.000001,50.000080,-0.000001,-25.000011,0.000000
607,10.000001,50.000080,-0.000001,-25.000011,0.000000
608,10.000001,50.000080,-0.000001,-25.000011,0.000000
609,10.000001,50.000080,-0.000001,-25.000011,0.000000
610,10.000001,50.000080,-0.000001,-25.000011,0.000000
611,10.000001,50.000080,-0.000001,-25.000011,0.000000
612,10.000001,50.000080,-0.000001,-25.000011,0.000000
613,10.000001,50.000080,-0.000001,-25.000011,0.000000
614,10.000001,50.000080,-0.000001,-25.000011,0.000000
615,10.000001,50.000080,-0.000001,-25.000011,0.000000
616,10.000001,50.000080,-0.000001,-25.000011,0.000000
617,10.000001,50.000080,-0.000001,-25.000011,0.000000
618,10.000001,50.000080,-0.000001,-25.000011,0.000000
619,10.000001,50.000080,-0.000001,-25.000011,0.000000
620,10.000001,50.000080,-0.000001,-25.000011,0.000000
621,10.000001,50.000080,-0.000001,-25.000011,0.000000
622,10.000001,50.000080,-0.000001,-25.000011,0.000000
623,10.000001,50.000080,-0.000001,-25.000011,0.000000
624,10.000001,50.000080,-0.000001,-25.000011,0.000000
625,10.000001,50.000080,-0.000001,-25.000011,0.000000
626,10.000001,50.000080,-0.000001,-25.000011,0.000000
627,10.000001,50.000080,-0.000001,-25.000011,0.000000
628,10.000001,50.000080,-0.000001,-25.000011,0.000000
629,10.000001,50.000080,-0.000001,-25.000011,0.000000
630,10.000001,50.000080,-0.000001,-25.000011,0.000000
631,10.000001,50.000080,-0.000001,-25.000011,0.000000
632,10.000001,50.000080,-0.000001,-25.000011,0.000000
633,10.000001,50.000080,-0.000001,-25.000011,0.000000
634,10.000001,50.000080,-0.000001,-25.000011,0.000000
635,10.000001,50.000080,-0.000001,-25.000011,0.000000
636,10.000001,50.000080,-0.000001,-25.000011,0.000000
637,10.000001,50.000080,-0.000001,-25.000011,0.000000
638,10.000001,50.000080,-0.000001,-25.000011,0.000000
639,10.000001,50.000080,-0.000001,-25.000011,0.000000
640,10.000001,50.000080,-0.000001,-25.000011,0.000000
641,10.000001,50.000080,-0.000001,-25.000011,0.000000
642,10.000001,50.000080,-0.000001,-25.000011,0.000000
643,10.000001,50.000080,-0.000001,-25.000011,0.000000
644,10.000001,50.000080,-0.000001,-25.000011,0.000000
645,10.000001,50.000080,-0.000001,-25.000011,0.000000
646,10.000001,50.000080,-0.000001,-25.000011,0.000000
647,10.000001,50.000080,-0.000001,-25.000011,0.000000
648,10.000001,50.000080,-0.000001,-25.000011,0.000000
649,10.000001,50.000080,-0.000001,-25.000011,0.000000
650,10.000001,50.000080,-0.000001,-25.000011,0.000000
651,10.000001,50.000080,-0.000001,-25.000011,0.000000
652,10.000001,50.000080,-0.000001,-25.000011,0.000000
653,10.000001,50.000080,-0.000001,-25.000011,0.000000
654,10.000001,50.000080,-0.000001,-25.000011,0.000000
655,10.000001,50.000080,-0.000001,-25.000011,0.000000
656,10.000001,50.000080,-0.000001,-25.000011,0.000000
657,10.000001,50.000080,-0.000001,-25.000011,0.000000
658,10.000001,50.000080,-0.000001,-25.000011,0.000000
659,10.000001,50.000080,-0.000001,-25.000011,0.000000
660,10.000001,50.000080,-0.000001,-25.000011,0.000000
661,10.000001,50.000080,-0.000001,-25.000011,0.000000
662,10.000001,50.000080,-0.000001,-25.000011,0.000000
663,10.000001,50.000080,-0.000001,-25.000011,0.000000
664,10.000001,50.000080,-0.000001,-25.000011,0.000000
665,10.000001,50.000080,-0.000001,-25.000011,0.000000
666,10.000001,50.000080,-0.000001,-25.000011,0.000000
667,10.000001,50.000080,-0.000001,-25.000011,0.000000
668,10.000001,50.000080,-0.000001,-25.000011,0.000000
669,10.000001,50.000080,-0.000001,-25.000011,0.000000
670,10.000001,50.000080,-0.000001,-25.000011,0.000000
671,10.000001,50.000080,-0.000001,-25.000011,0.000000
672,10.000001,50.000080,-0.000001,-25.000011,0.000000
673,10.000001,50.000080,-0.000001,-25.000011,0.000000
674,10.000001,50.000080,-0.000001,-25.000011,0.000000
675,10.000001,50.000080,-0.000001,-25.000011,0.000000
676,10.000001,50.000080,-0.000001,-25.000011,0.000000
677,10.000001,50.000080,-0.000001,-25.000011,0.000000
678,10.000001,50.000080,-0.000001,-25.000011,0.000000
679,10.000001,50.000080,-0.000001,-25.000011,0.000000
680,10.000001,50.000080,-0.000001,-25.000011,0.000000
681,10.000001,50.000080,-0.000001,-25.000011,0.000000
682,10.000001,50.000080,-0.000001,-25.000011,0.000000
683,10.000001,50.000080,-0.000001,-25.000011,0.000000
684,10.000001,50.000080,-0.000001,-25.000011,0.000000
685,10.000001,50.000080,-0.000001,-25.000011,0.000000
686,10.000001,50.000080,-0.000001,-25.000011,0.000000
687,10.000001,50.000080,-0.000001,-25.000011,0.000000
688,10.000001,50.000080,-0.000001,-25.000011,0.000000
689,10.000001,50.000080,-0.000001,-25.000011,0.000000
690,10.000001,50.000080,-0.000001,-25.000011,0.000000
691,10.000001,50.000080,-0.000001,-25.000011,0.000000
692,10.000001,50.000080,-0.000001,-25.000011,0.000000
693,10.000001,50.000080,-0.000001,-25.000011,0.000000
694,10.000001,50.000080,-0.000001,-25.000011,0.000000
695,10.000001,50.000080,-0.000001,-25.000011,0.000000
696,10.000001,50.000080,-0.000001,-25.000011,0.000000
697,10.000001,50.000080,-0.000001,-25.000011,0.000000
698,10.000001,50.000080,-0.000001,-25.000011,0.000000
699,10.000001,50.000080,-0.000001,-25.000011,0.000000
700,10.000001,50.000080,-0.000001,-25.000011,0.000000
701,10.000001,50.000080,-0.000001,-25.000011,0.000000
702,10.000001,50.000080,-0.000001,-25.000011,0.000000
703,10.000001,50.000080,-0.000001,-25.000011,0.000000
704,10.000001,50.000080,-0.000001,-25.000011,0.000000
705,10.000001,50.000080,-0.000001,-25.000011,0.000000
706,10.000001,50.000080,-0.000001,-25.000011,0.000000
707,10.000001,50.000080,-0.000001,-25.000011,0.000000
708,10.000001,50.000080,-0.000001,-25.000011,0.000000
709,10.000001,50.000080,-0.000001,-25.000011,0.000000
710,10.000001,50.000080,-0.000001,-25.000011,0.000000
711,10.000001,50.000080,-0.000001,-25.000011,0.000000
712,10.000001,50.000080,-0.000001,-25.000011,0.000000
713,10.000001,50.000080,-0.000001,-25.000011,0.000000
714,10.000001,50.000080,-0.000001,-25.000011,0.000000
715,10.000001,50.000080,-0.000001,-25.000011,0.000000
716,10.000001,50.000080,-0.000001,-25.000011,0.000000
717,10.000001,50.000080,-0.000001,-25.000011,0.000000
718,10.000001,50.000080,-0.000001,-25.000011,0.000000
719,10.000001,50.000080,-0.000001,-25.000011,0.000000
720,10.000001,50.000080,-0.000001,-25.000011,0.000000
721,10.000001,50.000080,-0.000001,-25.000011,0.000000
722,10.000001,50.000080,-0.000001,-25.000011,0.000000
723,10.000001,50.000080,-0.000001,-25.000011,0.000000
724,10.000001,50.000080,-0.000001,-25.000011,0.000000
725,10.000001,50.000080,-0.000001,-25.000011,0.000000
726,10.000001,50.000080,-0.000001,-25.000011,0.000000
727,10.000001,50.000080,-0.000001,-25.000011,0.000000
728,10.000001,50.000080,-0.000001,-25.000011,0.000000
729,10.000001,50.000080,-0.000001,-25.000011,0.000000
730,10.000001,50.000080,-0.000001,-25.000011,0.000000
731,10.000001,50.000080,-0.000001,-25.000011,0.000000
732,10.000001,50.000080,-0.000001,-25.000011,0.000000
733,10.000001,50.000080,-0.000001,-25.000011,0.000000
734,10.000001,50.000080,-0.000001,-25.000011,0.000000
735,10.000001,50.000080,-0.000001,-25.000011,0.000000
736,10.000001,50.000080,-0.000001,-25.000011,0.000000
737,10.000001,50.000080,-0.000001,-25.000011,0.000000
738,10.000001,50.000080,-0.000001,-25.000011,0.000000
739,10.000001,50.000080,-0.000001,-25.000011,0.000000
740,10.000001,50.000080,-0.000001,-25.000011,0.000000
741,10.000001,50.000080,-0.000001,-25.000011,0.000000
742,10.000001,50.000080,-0.000001,-25.000011,0.000000
743,10.000001,50.000080,-0.000001,-25.000011,0.000000
744,10.000001,50.000080,-0.000001,-25.000011,0.000000
745,10.000001,50.000080,-0.000001,-25.000011,0.000000
746,10.000001,50.000080,-0.000001,-25.000011,0.000000
747,10.000001,50.000080,-0.000001,-25.000011,0.000000
748,10.000001,50.000080,-0.000001,-25.000011,0.000000
749,10.000001,50.000080,-0.000001,-25.000011,0.000000
750,10.000001,50.000080,-0.000001,-25.000011,0.000000
751,10.000001,50.000080,-0.000001,-25.000011,0.000000
752,10.000001,50.000080,-0.000001,-25.000011,0.000000
753,10.000001,50.000080,-0.000001,-25.000011,0.000000
754,10.000001,50.000080,-0.000001,-25.000011,0.000000
755,10.000001,50.000080,-0.000001,-25.000011,0.000000
756,10.000001,50.000080,-0.000001,-25.000011,0.000000
757,10.000001,50.000080,-0.000001,-25.000011,0.000000
758,10.000001,50.000080,-0.000001,-25.000011,0.000000
759,10.000001,50.000080,-0.000001,-25.000011,0.000000
760,10.000001,50.000080,-0.000001,-25.000011,0.000000
761,10.000001,50.000080,-0.000001,-25.000011,0.000000
762,10.000001,50.000080,-0.000001,-25.000011,0.000000
763,10.000001,50.000080,-0.000001,-25.000011,0.000000
764,10.000001,50.000080,-0.000001,-25.000011,0.000000
765,10.000001,50.000080,-0.000001,-25.000011,0.000000
766,10.000001,50.000080,-0.000001,-25.000011,0.000000
767,10.000001,50.000080,-0.000001,-25.000011,0.000000
768,10.000001,50.000080,-0.000001,-25.000011,0.000000
769,10.000001,50.000080,-0.000001,-25.000011,0.000000
770,10.000001,50.000080,-0.000001,-25.000011,0.000000
771,10.000001,50.000080,-0.000001,-25.000011,0.000000
772,10.000001,50.000080,-0.000001,-25.000011,0.000000
773,10.000001,50.000080,-0.000001,-25.000011,0.000000
774,10.000001,50.000080,-0.000001,-25.000011,0.000000
775,10.000001,50.000080,-0.000001,-25.000011,0.000000
776,10.000001,50.000080,-0.000001,-25.000011,0.000000
777,10.000001,50.000080,-0.000001,-25.000011,0.000000
778,10.000001,50.000080,-0.000001,-25.000011,0.000000
779,10.000001,50.000080,-0.000001,-25.000011,0.000000
780,10.000001,50.000080,-0.000001,-25.000011,0.000000
781,10.000001,50.000080,-0.000001,-25.000011,0.000000
782,10.000001,50.000080,-0.000001,-25.000011,0.000000
783,10.000001,50.000080,-0.000001,-25.000011,0.000000
784,10.000001,50.000080,-0.000001,-25.000011,0.000000
785,10.000001,50.000080,-0.000001,-25.000011,0.000000
786,10.000001,50.000080,-0.000001,-25.000011,0.000000
787,10.000001,50.000080,-0.000001,-25.000011,0.000000
788,10.000001,50.000080,-0.000001,-25.000011,0.000000
789,10.000001,50.000080,-0.000001,-25.000011,0.000000
790,10.000001,50.000080,-0.000001,-25.000011,0.000000
791,10.000001,50.000080,-0.000001,-25.000011,0.000000
792,10.000001,50.000080,-0.000001,-25.000011,0.000000
793,10.000001,50.000080,-0.000001,-25.000011,0.000000
794,10.000001,50.000080,-0.000001,-25.000011,0.000000
795,10.000001,50.000080,-0.000001,-25.000011,0.000000
796,10.000001,50.000080,-0.000001,-25.000011,0.000000
797,10.000001,50.000080,-0.000001,-25.000011,0.000000
798,10.000001,50.000080,-0.000001,-25.000011,0.000000
799,10.000001,50.000080,-0.000001,-25.000011,0.000000
800,10.000001,50.000080,-0.000001,-25.000011,0.000000
801,10.000001,50.000080,-0.000001,-25.000011,0.000000
802,10.000001,50.000080,-0.000001,-25.000011,0.000000
803,10.000001,50.000080,-0.000001,-25.000011,0.000000
804,10.000001,50.000080,-0.000001,-25.000011,0.000000
805,10.000001,50.000080,-0.000001,-25.000011,0.000000
806,10.000001,50.000080,-0.000001,-25.000011,0.000000
807,10.000001,50.000080,-0.000001,-25.000011,0.000000
808,10.000001,50.000080,-0.000001,-25.000011,0.000000
809,10.000001,50.000080,-0.000001,-25.000011,0.000000
810,10.000001,50.000080,-0.000001,-25.000011,0.000000
811,10.000001,50.000080,-0.000001,-25.000011,0.000000
812,10.000001,50.000080,-0.000001,-25.000011,0.000000
813,10.000001,50.000080,-0.000001,-25.000011,0.000000
814,10.000001,50.000080,-0.000001,-25.000011,0.000000
815,10.000001,50.000080,-0.000001,-25.000011,0.000000
816,10.000001,50.000080,-0.000001,-25.000011,0.000000
817,10.000001,50.000080,-0.000001,-25.000011,0.000000
818,10.000001,50.000080,-0.000001,-25.000011,0.000000
819,10.000001,50.000080,-0.000001,-25.000011,0.000000
820,10.000001,50.000080,-0.000001,-25.000011,0.000000
821,10.000001,50.000080,-0.000001,-25.000011,0.000000
822,10.000001,50.000080,-0.000001,-25.000011,0.000000
823,10.000001,50.000080,-0.000001,-25.000011,0.000000
824,10.000001,50.000080,-0.000001,-25.000011,0.000000
825,10.000001,50.000080,-0.000001,-25.000011,0.000000
826,10.000001,50.000080,-0.000001,-25.000011,0.000000
827,10.000001,50.000080,-0.000001,-25.000011,0.000000
828,10.000001,50.000080,-0.000001,-25.000011,0.000000
829,10.000001,50.000080,-0.000001,-25.000011,0.000000
830,10.000001,50.000080,-0.000001,-25.000011,0.000000
831,10.000001,50.000080,-0.000001,-25.000011,0.000000
832,10.000001,50.000080,-0.000001,-25.000011,0.000000
833,10.000001,50.000080,-0.000001,-25.000011,0.000000
834,10.000001,50.000080,-0.000001,-25.000011,0.000000
835,10.000001,50.000080,-0.000001,-25.000011,0.000000
836,10.000001,50.000080,-0.000001,-25.000011,0.000000
837,10.000001,50.000080,-0.000001,-25.000011,0.000000
838,10.000001,50.000080,-0.000001,-25.000011,0.000000
839,10.000001,50.000080,-0.000001,-25.000011,0.000000
840,10.000001,50.000080,-0.000001,-25.000011,0.000000
841,10.000001,50.000080,-0.000001,-25.000011,0.000000
842,10.000001,50.000080,-0.000001,-25.000011,0.000000
843,10.000001,50.000080,-0.000001,-25.000011,0.000000
844,10.000001,50.000080,-0.000001,-25.000011,0.000000
845,10.000001,50.000080,-0.000001,-25.000011,0.000000
846,10.000001,50.000080,-0.000001,-25.000011,0.000000
847,10.000001,50.000080,-0.000001,-25.000011,0.000000
848,10.000001,50.000080,-0.000001,-25.000011,0.000000
849,10.000001,50.000080,-0.000001,-25.000011,0.000000
850,10.000001,50.000080,-0.000001,-25.000011,0.000000
851,10.000001,50.000080,-0.000001,-25.000011,0.000000
852,10.000001,50.000080,-0.000001,-25.000011,0.000000
853,10.000001,50.000080,-0.000001,-25.000011,0.000000
854,10.000001,50.000080,-0.000001,-25.000011,0.000000
855,10.000001,50.000080,-0.000001,-25.000011,0.000000
856,10.000001,50.000080,-0.000001,-25.000011,0.000000
857,10.000001,50.000080,-0.000001,-25.000011,0.000000
858,10.000001,50.000080,-0.000001,-25.000011,0.000000
859,10.000001,50.000080,-0.000001,-25.000011,0.000000
860,10.000001,50.000080,-0.000001,-25.000011,0.000000
861,10.000001,50.000080,-0.000001,-25.000011,0.000000
862,10.000001,50.000080,-0.000001,-25.000011,0.000000
863,10.000001,50.000080,-0.000001,-25.000011,0.000000
864,10.000001,50.000080,-0.000001,-25.000011,0.000000
865,10.000001,50.000080,-0.000001,-25.000011,0.000000
866,10.000001,50.000080,-0.000001,-25.000011,0.000000
867,10.000001,50.000080,-0.000001,-25.000011,0.000000
868,10.000001,50.000080,-0.000001,-25.000011,0.000000
869,10.000001,50.000080,-0.000001,-25.000011,0.000000
870,10.000001,50.000080,-0.000001,-25.000011,0.000000
871,10.000001,50.000080,-0.000001,-25.000011,0.000000
872,10.000001,50.000080,-0.000001,-25.000011,0.000000
873,10.000001,50.000080,-0.000001,-25.000011,0.000000
874,10.000001,50.000080,-0.000001,-25.000011,0.000000
875,10.000001,50.000080,-0.000001,-25.000011,0.000000
876,10.000001,50.000080,-0.000001,-25.000011,0.000000
877,10.000001,50.000080,-0.000001,-25.000011,0.000000
878,10.000001,50.000080,-0.000001,-25.000011,0.000000
879,10.000001,50.000080,-0.000001,-25.000011,0.000000
880,10.000001,50.000080,-0.000001,-25.000011,0.000000
881,10.000001,50.000080,-0.000001,-25.000011,0.000000
882,10.000001,50.000080,-0.000001,-25.000011,0.000000
883,10.000001,50.000080,-0.000001,-25.000011,0.000000
884,10.000001,50.000080,-0.000001,-25.000011,0.000000
885,10.000001,50.000080,-0.000001,-25.000011,0.000000
886,10.000001,50.000080,-0.000001,-25.000011,0.000000
887,10.000001,50.000080,-0.000001,-25.000011,0.000000
888,10.000001,50.000080,-0.000001,-25.000011,0.000000
889,10.000001,50.000080,-0.000001,-25.000011,0.000000
890,10.000001,50.000080,-0.000001,-25.000011,0.000000
891,10.000001,50.000080,-0.000001,-25.000011,0.000000
892,10.000001,50.000080,-0.000001,-25.000011,0.000000
893,10.000001,50.000080,-0.000001,-25.000011,0.000000
894,10.000001,50.000080,-0.000001,-25.000011,0.000000
895,10.000001,50.000080,-0.000001,-25.000011,0.000000
896,10.000001,50.000080,-0.000001,-25.000011,0.000000
897,10.000001,50.000080,-0.000001,-25.000011,0.000000
898,10.000001,50.000080,-0.000001,-25.000011,0.000000
899,10.000001,50.000080,-0.000001,-25.000011,0.000000
900,10.000001,50.000080,-0.000001,-25.000011,0.000000
901,10.000001,50.000080,-0.000001,-25.000011,0.000000
902,10.000001,50.000080,-0.000001,-25.000011,0.000000
903,10.000001,50.000080,-0.000001,-25.000011,0.000000
904,10.000001,50.000080,-0.000001,-25.000011,0.000000
905,10.000001,50.000080,-0.000001,-25.000011,0.000000
906,10.000001,50.000080,-0.000001,-25.000011,0.000000
907,10.000001,50.000080,-0.000001,-25.000011,0.000000
908,10.000001,50.000080,-0.000001,-25.000011,0.000000
909,10.000001,50.000080,-0.000001,-25.000011,0.000000
910,10.000001,50.000080,-0.000001,-25.000011,0.000000
911,10.000001,50.000080,-0.000001,-25.000011,0.000000
912,10.000001,50.000080,-0.000001,-25.000011,0.000000
913,10.000001,50.000080,-0.000001,-25.000011,0.000000
914,10.000001,50.000080,-0.000001,-25.000011,0.000000
915,10.000001,50.000080,-0.000001,-25.000011,0.000000
916,10.000001,50.000080,-0.000001,-25.000011,0.000000
917,10.000001,50.000080,-0.000001,-25.000011,0.000000
918,10.000001,50.000080,-0.000001,-25.000011,0.000000
919,10.000001,50.000080,-0.000001,-25.000011,0.000000
920,10.000001,50.000080,-0.000001,-25.000011,0.000000
921,10.000001,50.000080,-0.000001,-25.000011,0.000000
922,10.000001,50.000080,-0.000001,-25.000011,0.000000
923,10.000001,50.000080,-0.000001,-25.000011,0.000000
924,10.000001,50.000080,-0.000001,-25.000011,0.000000
925,10.000001,50.000080,-0.000001,-25.000011,0.000000
926,10.000001,50.000080,-0.000001,-25.000011,0.000000
927,10.000001,50.000080,-0.000001,-25.000011,0.000000
928,10.000001,50.000080,-0.000001,-25.000011,0.000000
929,10.000001,50.000080,-0.000001,-25.000011,0.000000
930,10.000001,50.000080,-0.000001,-25.000011,0.000000
931,10.000001,50.000080,-0.000001,-25.000011,0.000000
932,10.000001,50.000080,-0.000001,-25.000011,0.000000
933,10.000001,50.000080,-0.000001,-25.000011,0.000000
934,10.000001,50.000080,-0.000001,-25.000011,0.000000
935,10.000001,50.000080,-0.000001,-25.000011,0.000000
936,10.000001,50.000080,-0.000001,-25.000011,0.000000
937,10.000001,50.000080,-0.000001,-25.000011,0.000000
938,10.000001,50.000080,-0.000001,-25.000011,0.000000
939,10.000001,50.000080,-0.000001,-25.000011,0.000000
940,10.000001,50.000080,-0.000001,-25.000011,0.000000
941,10.000001,50.000080,-0.000001,-25.000011,0.000000
942,10.000001,50.000080,-0.000001,-25.000011,0.000000
943,10.000001,50.000080,-0.000001,-25.000011,0.000000
944,10.000001,50.000080,-0.000001,-25.000011,0.000000
945,10.000001,50.000080,-0.000001,-25.000011,0.000000
946,10.000001,50.000080,-0.000001,-25.000011,0.000000
947,10.000001,50.000080,-0.000001,-25.000011,0.000000
948,10.000001,50.000080,-0.000001,-25.000011,0.000000
949,10.000001,50.000080,-0.000001,-25.000011,0.000000
950,10.000001,50.000080,-0.000001,-25.000011,0.000000
951,10.000001,50.000080,-0.000001,-25.000011,0.000000
952,10.000001,50.000080,-0.000001,-25.000011,0.000000
